,Status Number,Type,Class,Name,Min JT,years,Max JT,Years,Min Fine,Max Fine,Offense,DEG,DEG_NUM
233,21a-277(b),F,U,DISPENSE CONTROLLED SUBSTANCE,0,Y,7,Y,$0,"$25,000",,,
234,21a-277(b),F,U,SALE OF CONTROLLED SUBSTANCE,0,Y,7,Y,$0,"$25,000",,,
235,21a-277(b),F,U,POSSESS W/INTENT TO SELL,0,Y,7,Y,$0,"$25,000",,,
236,21a-279(a),F,U,POSSESSION OF NARCOTICS,0,Y,7,Y,$0,"$50,000",,,
237,12-652,F,U,POSS OF UNSTAMPED DRUG,0,Y,6,Y,$0,"$10,000",,,
238,12-660,F,U,FAIL TO PAY MARIJUANA/DRUG TAX,0,Y,6,Y,$0,"$10,000",,,
239,1-89(a)(1),F,D,VIO ETHCS PUBLIC OFFICIAL/CNTRC >=$1000,1,Y,5,Y,$0,"$5,000",,,
240,1-89(a)(2),F,D,VIO ETHCS PUBLIC OFFICAL /CNTRC(SBS OFF),1,Y,5,Y,$0,"$5,000",SBS OFF,,
241,1-100(a)(1),F,D,VIO ETHICS-LOBBYIST $1000 OR >,1,Y,5,Y,$0,"$5,000",,,
242,1-100(a)(2),F,D,VIO ETHICS-LOBBYIST (SBS 0FF),1,Y,5,Y,$0,"$5,000",SBS 0FF,,
243,1-103,F,U,HINDER LEGISLATION BY THREAT,0,Y,5,Y,$0,"$1,000",,,
244,2-1e(a),F,D,INTERFERE WTH GENERAL ASSEMBLY,1,Y,5,Y,$0,"$5,000",,,
245,2-1e(b),F,D,COERCING PERF BY GENERAL ASSEMBLY,1,Y,5,Y,$0,"$5,000",,,
246,4d-39(d),F,U,VIO NONDISCLOSURE REQS/DOIT CONTRCT,1,Y,5,Y,$0,"$5,000",,,
247,7-64,F,U,VIO REQ-DISPOSAL OF DEAD BODY,0,Y,5,Y,$0,$500,,,
248,7-66,F,U,VIO DUTIES OF SEXTON RE BURIAL,0,Y,5,Y,$0,$500,,,
249,9-140b(d),F,D,ILL POSSESS ABSENTEE BALLOT,1,Y,5,Y,$0,"$5,000",,,
250,9-264,F,U,ILL ACT-ASSIST DISABLED VOTER,0,Y,5,Y,$0,"$1,000",,,
251,9-306,F,U,VIOLATE BALLOT LAWS,0,Y,5,Y,$100,"$1,000",,,
252,9-333y,F,U,VIO CAMPAIGN FINANCING REQS,0,Y,5,Y,$0,"$5,000",,,
253,9-352,F,U,TAMPERING BY ELECTION OFFICIAL,0,Y,5,Y,$0,"$1,000",,,
254,9-353,F,U,FALSE RETURN BY ELECTION OFFICER,0,Y,5,Y,$0,"$1,000",,,
255,9-354,F,U,IMPROPER PRINT OF BALLOT LABEL,0,Y,5,Y,$100,"$1,000",,,
256,9-358,F,D,FALSE OATH RE VOTER REGISTRATN,1,Y,5,Y,$0,"$5,000",,,
257,9-359,F,D,MISUSE OF ABSENTEE BALLOTS,1,Y,5,Y,$0,"$5,000",,,
258,9-359a,F,D,FLS STMNT-ABSENTEE BALLOT,1,Y,5,Y,$0,"$5,000",,,
259,9-360,F,D,FRAUDULENT VOTING,1,Y,5,Y,$0,"$5,000",,,
260,9-361,F,D,VIOL OF 9-361(1) OR 9-361(2),1,Y,5,Y,$0,"$5,000",1,,
261,9-363,F,U,CIRCULATE MISLEADING INSTRUCTIONS,0,Y,5,Y,$0,$500,,,
262,9-368c,F,D,MISREPRESENT PETITION CONTENTS,1,Y,5,Y,$0,"$5,000",,,
263,10-390,F,U,ILL ACT-ARCHEOLOGICAL/SACRED SITE,0,Y,5,Y,$0,"$5,000",,,
264,12-206(e),F,U,FRAUD-INS/HOSP/MED CORP TAX,1,Y,5,Y,$0,"$5,000",,,
265,12-231(b),F,U,FRAUD-CORPORATION BUSINESS TAX,1,Y,5,Y,$0,"$5,000",,,
266,12-268e(b),F,U,FRAUD-PUBLIC SERVICE COMPANY TAX,1,Y,5,Y,$0,"$5,000",,,
267,12-285c,F,D,ILL SHIP CIGARETTES (2ND/SUBS),1,Y,5,Y,$0,"$5,000",2ND/SUBS,,
268,12-304(b),F,U,AVOID TAX ON >20000 CIGARETTES,1,Y,5,Y,$0,"$5,000",,,
269,12-306b(b),F,U,FRAUD-CIGARETTE TAXES,1,Y,5,Y,$0,"$5,000",,,
270,12-321,F,U,FRAUD-CIG USE/STORAGE TAX,1,Y,5,Y,$0,"$5,000",,,
271,12-330f(c),F,U,WILFUL AVOIDANCE TOBACCO TAXES,1,Y,5,Y,$0,"$5,000",,,
272,12-330j(b),F,U,FRAUD-TOBACCO PRODUCTS TAX,1,Y,5,Y,$0,"$5,000",,,
273,12-405d(g),F,U,FRAUD-ESTATE INCOME TAX,1,Y,5,Y,$0,"$5,000",,,
274,12-428(2),F,U,FRAUD-SALES/USE TAX RETURN,1,Y,5,Y,$0,"$5,000",,,
275,12-452(b),F,U,FRAUD-ALCOHOLIC BEVERAGE TAX,1,Y,5,Y,$0,"$5,000",,,
276,12-464(b),F,U,FRAUD-MOTOR VEHICLE FUELS TAX,1,Y,5,Y,$0,"$5,000",,,
277,12-482(b),F,U,FRAUD-MOTOR CARRIER ROAD TAX,1,Y,5,Y,$0,"$5,000",,,
278,12-519(b),F,U,FRAUD-DIVIDENT/INTEREST/CAPITAL GAIN TAX,1,Y,5,Y,$0,"$5,000",,,
279,12-551(b),F,U,FRAUD-ADMISSION/CABARET TAX,1,Y,5,Y,$0,"$5,000",,,
280,12-591(b),F,U,FRAUD-PETROLEUM PRODUCTS TAX,1,Y,5,Y,$0,"$5,000",,,
281,12-638g(b),F,U,FRAUD-CONTROL INTEREST TRANSFER TAX,1,Y,5,Y,$0,"$5,000",,,
282,12-737(b),F,U,FRAUD-STATE INCOME TAX,1,Y,5,Y,$0,"$5,000",,,
283,14-110,F,D,PERJURY IN REPORT TO DMV,1,Y,5,Y,$0,"$5,000",,,
284,14-149(a),F,U,POSS MV W CHANGED ID NUMBER (SBS),0,Y,5,Y,$0,"$5,000",SBS,,
285,14-149(e),F,U,ILL ALTER MV ID NUMBER (SBS),0,Y,5,Y,$0,"$5,000",SBS,,
286,14-149a,F,U,OPERATION OF CHOP SHOP,1,Y,5,Y,$0,"$5,000",,,
287,14-149a,F,U,OPERATION OF CHOP SHOP (SBS OFF),1,Y,5,Y,$0,"$10,000",SBS OFF,,
288,14-196(a),F,U,MV TITLE CERTIFICATE FRAUD,1,Y,5,Y,$500,"$1,000",,,
289,14-223(b),F,D,RUN FROM POLICE-INJURY/DEATH,1,Y,5,Y,$0,"$5,000",,,
290,14-223(b),F,D,VIO 14-223(B) -CSR/UTL ZONE,1,Y,5,Y,$0,"$10,000",B,,
291,14-223(b),F,D,ENGAGE POLICE PURSUIT (SBS OFF),1,Y,5,Y,$0,"$5,000",SBS OFF,,
292,14-223(b),F,D,VIO 14-223(B) - CSTR/UTL ZONE,1,Y,5,Y,$0,"$10,000",B,,
293,14-223(b),F,D,RUN FROM POLICE-INJ/DEATH (SBS),1,Y,5,Y,$0,"$5,000",SBS,,
294,14-223(b),F,D,VIO 14-223(B) -CSTR/UTL ZONE,1,Y,5,Y,$0,"$10,000",B,,
295,14-299a(f),F,U,VIOL TRAF SIGNAL PREEMPTION W/ACCDENT,0,Y,5,Y,$0,"$15,000",,,
296,15-69,F,U,ILL TAMPER AIRPORT/EQUIPMENT,0,Y,5,Y,$200,"$1,000",,,
297,15-154(b),F,D,FAIL TO OBEY OFF SIGNAL (SBS OFF),1,Y,5,Y,$0,"$5,000",SBS OFF,,
298,15-154(b),F,D,VIO 15-154(B)* DEATH/PHYS INJ,1,Y,5,Y,$0,"$5,000",B,,
299,15-154(b),F,D,VIO 15-154(B)*** (SBS OFF),1,Y,5,Y,$0,"$5,000",B,,
300,16-33,F,U,FALSE STATEMENT-REPORTS TO DPUC,0,Y,5,Y,$0,"$5,000",,,
301,16a-18(a),F,U,ILL CREATION OF FUEL SHORTAGE,0,Y,5,Y,$0,"$250,000",,,
302,17a-83,F,U,FALSE STATEMENT-COMMIT CHILD TO HSPT,0,Y,5,Y,$0,"$1,000",,,
303,17a-274,F,U,FALSE STATEMENT-INVOLUNTARY COMMIT,0,Y,5,Y,$0,"$1,000",,,
304,17a-504,F,U,FALSE STATEMENT-MENTALLY ILL COMMIT,0,Y,5,Y,$0,"$1,000",,,
305,17b-30,F,U,ILL RELEASE BIOMETRIC IDENT,0,Y,5,Y,$0,"$5,000",,,
306,17b-97(f),F,D,PUBLIC ASSISTANCE BRIBERY,1,Y,5,Y,$0,"$5,000",,,
307,17b-103,F,D,VENDOR REFUSE REFUND >$1000,1,Y,5,Y,$0,"$5,000",,,
308,17b-127,F,D,TOWN ASSISTANCE FRAUD >$1000,1,Y,5,Y,$0,"$5,000",,,
309,17b-238,F,D,FALSE STATEMENT-HOSPITAL PAYMENTS,1,Y,5,Y,$0,"$5,000",,,
310,19a-324,F,U,FALSE STATEMENT-CREMATION,0,Y,5,Y,$0,$500,,,
311,19a-324,F,U,ILL REMOVE BODY FOR CREMATION,0,Y,5,Y,$0,$500,,,
312,19a-324,F,U,VIO CREMATION REQS,0,Y,5,Y,$0,$500,,,
313,19a-32d(c),F,U,VIOL EMBRYO/EGG/SPERM DISP REQ,0,Y,5,Y,$0,"$50,000",,,
314,20-9,F,U,PRACTICE MEDICINE W/O LICENSE,0,Y,5,Y,$0,$500,,,
315,20-23,F,U,PRACTICE OSTEOPATHY WO LICENSE,0,Y,5,Y,$0,$500,,,
316,20-33,F,U,PRACTICE CHIROPRACTIC W/O LIC,0,Y,5,Y,$0,$500,,,
317,20-42,F,U,PRACTICE NATUREOPATHY W/O LIC,0,Y,5,Y,$0,$500,,,
318,20-65,F,U,PRACTICE PODIATRY W/O LICENSE,0,Y,5,Y,$0,$500,,,
319,20-73,F,U,PRACTICE PHYS THERAPY W/O LIC,0,Y,5,Y,$0,$500,,,
320,20-74f,F,U,PRACTICE OCC THERAPY W/O LIC,0,Y,5,Y,$0,$500,,,
321,20-102,F,U,PRACTICE NURSING W/O LICENSE,0,Y,5,Y,$0,$500,,,
322,20-126,F,U,PRACTICE DENTISTRY W/O LICENSE,0,Y,5,Y,$0,$500,,,
323,20-126t,F,U,PRACTICE DENTAL HYG W/O LICENSE,0,Y,5,Y,$0,$500,,,
324,20-138a,F,U,PRACTICE OPTOMETRY W/O LICENSE,0,Y,5,Y,$0,$500,,,
325,20-161,F,U,VIO OPTICIAN REQS,0,Y,5,Y,$0,$500,,,
326,20-193,F,U,PRACTICE PSYCHOLOGY W/O LICENSE,0,Y,5,Y,$0,$500,,,
327,20-206p,F,U,ILL USE DIETITIAN/NTRNST TITLE,0,Y,5,Y,$0,$500,,,
328,20-329x,F,U,PROHIBITED ACTS RE REAL ESTATE,1,Y,5,Y,$0,"$5,000",,,
329,20-417,F,U,VIO SPEECH PATH/AUDIOLOGY REQS,0,Y,5,Y,$0,$500,,,
330,20-581,F,U,VIO PHARMACY PRACTICE ACT,0,Y,5,Y,$0,"$5,000",,,
331,20-605,F,U,ILL PRACTICE PHARMACY W/O LICENSE,0,Y,5,Y,$0,"$5,000",,,
332,21-47(a),F,D,ILL ENGAGED AS PAWNBROKER,1,Y,5,Y,$0,"$5,000",,,
333,21a-254(j),F,D,VIO ELEC PRSCRIPT DRUG PROGRAM,1,Y,5,Y,$0,"$5,000",,,
334,21a-268,F,D,MISREPRESENT CONTROLLED SBSTNC,1,Y,5,Y,$0,"$5,000",,,
335,21a-279(b),F,U,POSS HALLUCINOGEN/>4 OZ MARIJUANA,0,Y,5,Y,$0,"$2,000",,,
336,21a-279(c),F,U,POSS CNT SUB/<4OZ MARIJUANA (SBS OFF),0,Y,5,Y,$0,"$3,000",SBS OFF,,
337,22a-131a(a),F,U,VIO HAZ WASTE RECORD REQS(SBS),0,Y,5,Y,$0,"$50,000",SBS,,
338,22a-131a(b),F,U,VIO PERMIT/ORDER REQS-HAZ WASTE,0,Y,5,Y,$0,"$50,000",,,
339,22a-131a(c),F,U,VIOLATE USED OIL REQS (SBS),0,Y,5,Y,$0,"$100,000",SBS,,
340,22a-208a,F,U,VIO WASTE FACILITY REQS (SBS),0,Y,5,Y,$0,"$50,000",SBS,,
341,22a-208a,F,U,VIO WASTE FACILITY-IMM DNGR (SBS OFF),0,Y,5,Y,$0,"$250,000",SBS OFF,,
342,22a-208c,F,U,HANDLE WASTE W/O PERMIT (SBS),0,Y,5,Y,$0,"$50,000",SBS,,
343,22a-208c,F,U,NO WASTE PERMIT-IMM DNGR (SBS OFF),0,Y,5,Y,$0,"$250,000",SBS OFF,,
344,22a-209,F,U,VIO SOLID WASTE MGMT REG (SBS),0,Y,5,Y,$0,"$50,000",SBS,,
345,22a-209,F,U,VIO WASTE MGT-IMM DNGR (SBS OFF),0,Y,5,Y,$0,"$250,000",SBS OFF,,
346,22a-225,F,U,VIO WASTE ABATEMENT ORDER (SBS),0,Y,5,Y,$0,"$50,000",SBS,,
347,22a-225,F,U,SOLID WASTE ORDER-IMM DNGR (SBS OFF),0,Y,5,Y,$0,"$250,000",SBS OFF,,
348,22a-231,F,U,VIO RESOURCES RECOVERY REGS (SBS),0,Y,5,Y,$0,"$50,000",SBS,,
349,22a-231,F,U,WASTE REC REG-IMM DNGR (SBS OFF),0,Y,5,Y,$0,"$250,000",SBS OFF,,
350,22a-250(c),F,U,ILL LITTERING/DUMPING (SBS),0,Y,5,Y,$0,"$50,000",SBS,,
351,22a-250(c),F,U,DUMPING-IMM DNGR (SBS OFF),0,Y,5,Y,$0,"$250,000",SBS OFF,,
352,22a-250(d),F,U,DUMP BULKY/HAZ WASTE (SBS),0,Y,5,Y,$0,"$50,000",SBS,,
353,22a-250(d),F,U,ILL DMP WST-IMM DNGR (SBS OFF),0,Y,5,Y,$0,"$250,000",SBS OFF,,
354,22a-252,F,U,ILL DISPOSAL OF ASBESTOS (SBS OFF),0,Y,5,Y,$0,"$50,000",SBS OFF,,
355,22a-252,F,U,ILL DUMP ASBESTOS-IMM DNGR (SBS OFF),0,Y,5,Y,$0,"$250,000",SBS OFF,,
356,22a-376(c),F,U,PERJURY-WATER DIVERSION HEARING,0,Y,5,Y,$0,"$15,000",,,
357,22a-376(c),F,U,TAMPERING-WATER DIVERSION EVIDENCE,0,Y,5,Y,$0,"$15,000",,,
358,28-22,F,U,DAMAGE TO CIVIL PREP EQUIPMENT,0,Y,5,Y,$0,"$1,000",,,
359,29-33,F,D,ILL TRANSFER PISTOL/REVOLVER,1,Y,5,Y,$0,"$5,000",,,
360,29-34(a),F,D,FALSE STATEMENT-TRANSFER PSTL/RVLVR,1,Y,5,Y,$0,"$5,000",,,
361,29-34(b),F,D,ILL TRANSFER PISTOL TO PERSON < 21,1,Y,5,Y,$0,"$5,000",,,
362,29-35(a),F,U,CARRYING PISTOL W/O PERMIT,1,Y,5,Y,$0,"$1,000",,,
363,29-36,F,U,ILL ALTERATION FIREARM IDENTIFICATION,0,Y,5,Y,$0,"$1,000",,,
364,29-36k,F,D,FAIL TO TRANSFER/SURRENDER FIREARM,1,Y,5,Y,$0,"$5,000",,,
365,29-37e,F,D,FALSE STATEMENT-TRANSFER OF FIREARM,1,Y,5,Y,$0,"$5,000",,,
366,29-37j(a),F,U,PURCHASE FIREARM FOR ILL TRANSFER,1,Y,5,Y,$0,"$1,000",,,
367,29-37j(c),F,D,ILL PURCHASE FIREARM-PRIOR FELONY,1,Y,5,Y,$0,"$5,000",,,
368,29-38,F,U,ILL POSS WEAPON IN MOTOR VEHICLE,0,Y,5,Y,$0,"$1,000",,,
369,29-152n,F,D,VIO BAIL ENFORCEMENT AGENT REQ,1,Y,5,Y,$0,"$5,000",,,
370,29-353,F,U,ILL POSS UNLABELLED EXPLOSIVES,0,Y,5,Y,$0,"$10,000",,,
371,31-53(f),F,D,FAIL TO FILE CERTIFIED PAYROLL,1,Y,5,Y,$0,"$5,000",,,
372,31-69(b),F,U,FAIL TO PAY REQD WAGE > $2000,0,Y,5,Y,"$4,000","$10,000",,,
373,31-71g,F,U,VIO WAGE PAYMENT REQ > $2000,0,Y,5,Y,"$2,000","$5,000",,,
374,31-273(f),F,D,UNEMPLOYMENT COMP FRAUD > $500,1,Y,5,Y,$0,"$5,000",,,
375,31-288(f),F,D,FAIL TO COMPLY INSURANCE REQS,1,Y,5,Y,$0,"$5,000",,,
376,31-288(g),F,D,UNEMPLOYMENT COMP INSURANCE FRAUD,1,Y,5,Y,$0,"$5,000",,,
377,36a-597(b),F,D,ILL TRANSMIT MONEY W/O LICENSE,1,Y,5,Y,$0,"$5,000",,,
378,36b-51,F,U,VIO TENDER OFFER ACT,0,Y,5,Y,$0,"$5,000",,,
379,38a-140,F,U,FALSE STATEMENT-HOLDING CO OFFICER,0,Y,5,Y,$0,"$25,000",,,
380,38a-660(c),F,D,VIO BAIL BOND INS LICENSE REQ,1,Y,5,Y,$0,"$5,000",,,
381,40-51,F,U,ILL ISSUE OF WAREHOUSE RECEIPT,0,Y,5,Y,$0,"$5,000",,,
382,40-53,F,U,ILL DUPLICATE WAREHOUSE RECEIPT,0,Y,5,Y,$0,"$5,000",,,
383,41-47,F,U,FRAUD ISSUE OF BILL OF LADING,0,Y,5,Y,$0,"$5,000",,,
384,41-49,F,U,ILL ISSUE DUPLICATE BILL OF LADING,0,Y,5,Y,$0,"$5,000",,,
385,41-51,F,U,ILL TRANSFER OF BILL OF LADING,0,Y,5,Y,$0,"$5,000",,,
386,41-52,F,U,SOLICIT ILLEGAL BILL OF LADING,0,Y,5,Y,$0,"$5,000",,,
387,41-53,F,U,IMPROPER NONNEGOTIABLE BILL OF LADING,0,Y,5,Y,$0,"$5,000",,,
388,42-206a,F,D,INTENT DEFRAUD-FUNERAL SERVICE CONTRACT,1,Y,5,Y,$0,"$5,000",,,
389,42-206b,F,D,INTENT VIO FUNERAL SERVICE CONTRACT,1,Y,5,Y,$0,"$5,000",,,
390,42-232,F,U,INTENT VIO SUPPLY EMERG ORDER,0,Y,5,Y,$0,"$5,000",,,
391,42-232,F,U,REPEATED VIO OF SUPPLY EMG ORD,0,Y,5,Y,$0,"$5,000",,,
392,45a-729,F,U,ILL PLACING CHILD FOR ADOPTION,1,Y,5,Y,$0,"$5,000",,,
393,46a-58(a),F,D,DEPRIVE RIGHTS-PROP DAMAGE >$1000,1,Y,5,Y,$0,"$5,000",,,
394,46a-58(b),F,D,DESECRATE PROPERTY-DAMAGE > $1000,1,Y,5,Y,$0,"$5,000",,,
395,46a-58(c),F,D,CROSS BURNING-PROP DAMAGE > $1000,1,Y,5,Y,$0,"$5,000",,,
396,49-8a,F,U,FALSE AFFIDAVIT ON LAND RECORD,1,Y,5,Y,$0,"$5,000",,,
397,53-20(a)(1),F,U,INTENTIONAL CRUELTY TO PERSONS,1,Y,5,Y,$0,"$5,000",,,
398,53-20(b)(1),F,U,INTENT CRUELTY-CHILD >19 YEARS,1,Y,5,Y,$0,"$5,000",,,
399,53-21a(b),F,D,UNSUPERVISED CHILD <12 NEAR ALCOHOL,1,Y,5,Y,$0,"$5,000",,,
400,53-23,F,U,ABANDONMENT OF CHILD,0,Y,5,Y,$0,$500,,,
401,53-37a,F,D,DEPRIVATION OF RIGHTS WTH HOOD,1,Y,5,Y,$0,"$5,000",,,
402,53-142f,F,D,ILL POSSESS UNAUTHORIZED RECORDINGS,1,Y,5,Y,$0,"$5,000",,,
403,53-200,F,U,ILL PRIZE FIGHTING,0,Y,5,Y,$0,"$1,000",,,
404,53-202c,F,D,ILL POSSESS ASSAULT WEAPON,1,Y,5,Y,$0,"$5,000",,,
405,53-247(b),F,U,MALICIOUSLY WOUND/KILL ANIMAL,0,Y,5,Y,$0,"$5,000",,,
406,53-247(c),F,U,ILL USE OF ANIMAL FOR FIGHTING,0,Y,5,Y,$0,"$5,000",,,
407,53-247(d),F,U,INJURE PEACE OFFICER ANIMAL,0,Y,5,Y,$0,"$5,000",,,
408,53-278d(d),F,D,ILL SUBSCRIBE FICT TELEPHONE-GAMBLING,1,Y,5,Y,$0,"$5,000",,,
409,53-278e(d),F,D,ILL USE LOOKOUT-GAMBLING PREMISES,1,Y,5,Y,$0,"$5,000",,,
410,53-289,F,D,ILL TICKET SCALPING (SBS OFF),1,Y,5,Y,$0,"$5,000",SBS OFF,,
411,53-320,F,U,ILL DISTRIBUTE NOXIOUS SEED/POISONS,0,Y,5,Y,$0,"$1,000",,,
412,53-334,F,U,UNLAWFUL DISINTERMENT,0,Y,5,Y,$0,"$2,000",,,
413,53-341,F,U,"IL USE OF TITLE PHYS,SURGEON,DR,OSTEO",0,Y,5,Y,$0,$500,,,
414,53-347a(a),F,U,FORGERY OF STAMP/LABEL,0,Y,5,Y,$0,"$250,000",,,
415,53-347a(b),F,U,ILL AFFIX FRAUDULENT MARKING,0,Y,5,Y,$0,"$250,000",,,
416,53-347a(c),F,U,ILL USE COUNTERFEIT MARKING,0,Y,5,Y,$0,"$250,000",,,
417,53-442,F,D,HEALTH INSURANCE FRAUD >$1000,1,Y,5,Y,$0,"$5,000",,,
418,53-451,F,D,COMPUTER CRIME-MALICIOUS>$2500,1,Y,5,Y,$0,"$5,000",,,
419,53a-48,F,D,CONSPIRACY (FELONY-CLASS D),1,Y,5,Y,$0,"$5,000",FELONY-CLASS D,,
420,53a-57,F,D,MISCONDUCT W/ MOTOR VEHICLE,1,Y,5,Y,$0,"$5,000",,,
421,53a-60,F,D,ASSAULT 2ND DEG,1,Y,5,Y,$0,"$5,000",,2ND ,2.0
422,53a-60(a)(2),F,D,"ASSLT 2-W/WEAPON,W/O DISCHARGE FIREARM",1,Y,5,Y,$0,"$5,000",,,
423,53a-60a,F,D,ASSAULT 2ND DEG-FIREARM,1,Y,5,Y,$0,"$5,000",,2ND ,2.0
424,53a-60b,F,D,ASSLT 2- VICTIM ELDERLY OR OTHER,2,Y,5,Y,$0,"$5,000",,,
425,53a-60c,F,D,ASLT 2 W/FIREARM-VICTM ELDER OR OTHER,3,Y,5,Y,$0,"$5,000",,,
426,53a-60d,F,D,ASSAULT 2ND DEG-MOTOR VEHICLE,1,Y,5,Y,$0,"$5,000",,2ND ,2.0
427,53a-61aa,F,D,THREATENING 1ST DEG,1,Y,5,Y,$0,"$5,000",,1ST ,1.0
428,53a-72a,F,D,SEXUAL ASSAULT 3RD DEG,1,Y,5,Y,$0,"$5,000",,3RD ,3.0
429,53a-72a(a)(1),F,D,SEX 3-USE OR THREAT OF FORCE,1,Y,5,Y,$0,"$5,000",,,
430,53a-72a(a)(2),F,D,SEX 3-INTERCOURSE WITH KINDRED,1,Y,5,Y,$0,"$5,000",,,
431,53a-73a(a)(8),F,D,"SEX 4-ACTOR IN POWER>19,VICTIM<16",1,Y,5,Y,$0,"$5,000",,,
432,53a-73a,F,D,SEX ASSAULT 4TH - VICTIM<16,1,Y,5,Y,$0,"$5,000",,,
433,53a-73a(a)(1)(A),F,D,SEX 4-VICTIM UNDER 16 YRS OLD,1,Y,5,Y,$0,"$5,000",,,
434,53a-73a(a)(1)(B),F,D,"SEX 4-UNABLE TO CONSENT,V<16",1,Y,5,Y,$0,"$5,000",,,
435,53a-73a(a)(1)(C),F,D,"SEX 4-PHYSICALLY HELPLESS,V<16",1,Y,5,Y,$0,"$5,000",,,
436,53a-73a(a)(1)(D),F,D,"SEX 4-VICTCM<16YR,ACTOR=GUARDIAN",1,Y,5,Y,$0,"$5,000",,,
437,53a-73a(a)(1)(E),F,D,SEX 4-ACTOR IN CHARGE OF V<16,1,Y,5,Y,$0,"$5,000",,,
438,53a-73a(a)(2),F,D,"SEX 4-SEX CONTACT W/O CONSENT,V<16",1,Y,5,Y,$0,"$5,000",,,
439,53a-73a(a)(3),F,D,"SEX 4-SEX CONTACT-ANIMAL/CORPSE,V<16",1,Y,5,Y,$0,"$5,000",,,
440,53a-73a(a)(4),F,D,"SEX 4-ACTOR=PSYCHOTHRPST,V<16",1,Y,5,Y,$0,"$5,000",,,
441,53a-73a(a)(5),F,D,"SEX 4-FALSE REP FOR MED PURPOSE,V<16",1,Y,5,Y,$0,"$5,000",,,
442,53a-73a(a)(6),F,D,"SEX 4-V=STUDENT<16,ACTOR=SCHOOL EMPL",1,Y,5,Y,$0,"$5,000",,,
443,53a-73a(a)(7),F,D,"SEX 4-V=STUDENT<16,ACTOR=COACH",1,Y,5,Y,$0,"$5,000",,,
444,53a-88,F,D,PROMOTING PROSTITUTION 3RD DEG,1,Y,5,Y,$0,"$5,000",,3RD ,3.0
445,53a-90a,F,D,ENTICING A MINOR BY COMPUTER,1,Y,5,Y,$0,"$5,000",,,
446,53a-95,F,D,UNLAWFUL RESTRAINT 1ST DEG,1,Y,5,Y,$0,"$5,000",,1ST ,1.0
447,53a-97,F,D,CUSTODIAL INTERFERENCE 1ST DEG,1,Y,5,Y,$0,"$5,000",,1ST ,1.0
448,53a-99,F,D,SUBSTITUTION OF CHILDREN,1,Y,5,Y,$0,"$5,000",,,
449,53a-103,F,D,BURGLARY 3RD DEG,1,Y,5,Y,$0,"$5,000",,3RD ,3.0
450,53a-103a,F,D,BURGLARY 3RD DEG-FIREARM,1,Y,5,Y,$0,"$5,000",,3RD ,3.0
451,53a-114,F,D,RECKLESS BURNING,1,Y,5,Y,$0,"$5,000",,,
452,53a-115,F,D,CRIMINAL MISCHIEF 1ST DEG,1,Y,5,Y,$0,"$5,000",,1ST ,1.0
453,53a-115(a)(5),F,D,CRIMINAL MISCHIEF 1ST DEG-PUBLIC LAND,1,Y,5,Y,$0,"$5,000",,1ST ,1.0
454,53a-117e,F,D,CRIMINAL DAMAGE PROPERTY 1ST DEG,1,Y,5,Y,$0,"$5,000",,1ST ,1.0
455,53a-117k,F,D,DAMAGE RAILROAD PROPERTY 1ST DEG,1,Y,5,Y,$0,"$5,000",,1ST ,1.0
456,53a-119b(a),F,D,USE MOTOR VEHICLE W/O PERMSN (SBS OFF),1,Y,5,Y,$0,"$5,000",SBS OFF,,
457,53a-119b(b),F,D,USE VESSEL W/O PERMISSION (SBS OFF),1,Y,5,Y,$0,"$5,000",SBS OFF,,
458,53a-119b(c),F,D,ILL DAMAGE MOTOR VEHICLE (SBS OFF),1,Y,5,Y,$0,"$5,000",SBS OFF,,
459,53a-119b(c),F,D,TAMPER WITH MOTOR VEHICLE (SBS OFF),1,Y,5,Y,$0,"$5,000",SBS OFF,,
460,53a-124,F,D,LARCENY 3RD DEG,1,Y,5,Y,$0,"$5,000",,3RD ,3.0
461,53a-126a,F,D,CRIMINAL TROVER 1ST DEG,1,Y,5,Y,$0,"$5,000",,1ST ,1.0
462,53a-127c,F,D,UTILITY SERVICE THEFT FOR PROFIT,1,Y,5,Y,$0,"$5,000",,,
463,53a-127d,F,D,CHEATING AT GAMBLING,1,Y,5,Y,$0,"$5,000",,,
464,53a-127e,F,D,POSSESSION OF CHEATING DEVICE,1,Y,5,Y,$0,"$5,000",,,
465,53a-128,F,D,ISSUING A BAD CHECK OVER $1000,1,Y,5,Y,$0,"$5,000",,,
466,53a-128c(e),F,D,CREDIT CARD THEFT,1,Y,5,Y,$0,"$5,000",,,
467,53a-128c(f),F,D,CREDIT CARD FORGERY,1,Y,5,Y,$0,"$5,000",,,
468,53a-128d,F,D,>$500 ON REVOKED CREDIT CARD,1,Y,5,Y,$0,"$5,000",,,
469,53a-128e,F,D,FURNISH >$500-CREDIT CARD FRAUD,1,Y,5,Y,$0,"$5,000",,,
470,53a-128f,F,D,ILL COMPLETION/REPRODUCTION-CREDIT CARD,1,Y,5,Y,$0,"$5,000",,,
471,53a-129d,F,D,IDENTITY THEFT - 3RD DEGREE,1,Y,5,Y,$0,"$5,000",,3RD ,3.0
472,53a-129e,F,D,IL TRAFFIC IN PERSONAL ID INFO,1,Y,5,Y,$0,"$5,000",,,
473,53a-130a,F,D,IMPERSONATION OF POLICE OFFICER,1,Y,5,Y,$0,"$5,000",,,
